"","X","year","sex","education","vocabulary"
"24669",20100742,2010,"Male",20,5
"24670",20100745,2010,"Male",3,2
"24671",20100746,2010,"Female",12,4
"24672",20100747,2010,"Female",18,8
"24673",20100749,2010,"Male",16,7
"24674",20100750,2010,"Female",11,3
"24675",20100752,2010,"Male",15,9
"24676",20100753,2010,"Male",12,6
"24677",20100754,2010,"Female",13,6
"24678",20100756,2010,"Male",12,8
"24679",20100757,2010,"Female",12,5
"24680",20100758,2010,"Male",16,7
"24681",20100759,2010,"Male",16,5
"24682",20100760,2010,"Male",12,8
"24683",20100762,2010,"Male",16,7
"24684",20100764,2010,"Male",14,6
"24685",20100765,2010,"Female",17,9
"24686",20100767,2010,"Female",16,7
"24687",20100769,2010,"Female",14,6
"24688",20100771,2010,"Male",12,4
"24689",20100772,2010,"Female",14,7
"24690",20100774,2010,"Female",16,5
"24691",20100776,2010,"Female",16,6
"24692",20100778,2010,"Female",11,6
"24693",20100779,2010,"Male",12,6
"24694",20100780,2010,"Female",12,5
"24695",20100781,2010,"Female",14,8
"24696",20100782,2010,"Male",14,7
"24697",20100783,2010,"Female",14,6
"24698",20100785,2010,"Female",11,5
"24699",20100788,2010,"Male",16,8
"24700",20100790,2010,"Female",18,9
"24701",20100791,2010,"Male",19,10
"24702",20100793,2010,"Female",13,2
"24703",20100795,2010,"Female",12,6
"24704",20100796,2010,"Female",18,9
"24705",20100797,2010,"Female",17,10
"24706",20100798,2010,"Male",16,9
"24707",20100800,2010,"Female",17,9
"24708",20100801,2010,"Male",16,8
"24709",20100802,2010,"Female",16,5
"24710",20100804,2010,"Male",11,2
"24711",20100805,2010,"Female",14,3
"24712",20100806,2010,"Male",13,6
"24713",20100807,2010,"Male",16,9
"24714",20100809,2010,"Female",20,9
"24715",20100810,2010,"Female",12,4
"24716",20100811,2010,"Female",13,8
"24717",20100812,2010,"Male",18,3
"24718",20100813,2010,"Female",18,10
"24719",20100815,2010,"Male",13,6
"24720",20100816,2010,"Male",16,8
"24721",20100817,2010,"Male",12,6
"24722",20100819,2010,"Male",12,7
"24723",20100820,2010,"Male",12,6
"24724",20100821,2010,"Male",15,9
"24725",20100823,2010,"Male",20,5
"24726",20100825,2010,"Female",11,2
"24727",20100826,2010,"Female",12,4
"24728",20100827,2010,"Male",18,10
"24729",20100829,2010,"Female",6,2
"24730",20100830,2010,"Female",12,8
"24731",20100831,2010,"Female",13,6
"24732",20100832,2010,"Female",12,4
"24733",20100834,2010,"Male",16,9
"24734",20100836,2010,"Male",14,3
"24735",20100837,2010,"Male",16,5
"24736",20100838,2010,"Female",14,9
"24737",20100840,2010,"Female",16,9
"24738",20100841,2010,"Male",12,7
"24739",20100842,2010,"Female",13,8
"24740",20100843,2010,"Female",10,5
"24741",20100845,2010,"Female",18,9
"24742",20100846,2010,"Female",12,5
"24743",20100847,2010,"Female",16,4
"24744",20100848,2010,"Male",17,9
"24745",20100850,2010,"Female",16,9
"24746",20100852,2010,"Male",16,8
"24747",20100853,2010,"Male",8,6
"24748",20100855,2010,"Female",12,6
"24749",20100856,2010,"Female",12,5
"24750",20100858,2010,"Female",11,3
"24751",20100859,2010,"Female",12,6
"24752",20100861,2010,"Male",20,10
"24753",20100863,2010,"Female",12,6
"24754",20100864,2010,"Female",12,5
"24755",20100865,2010,"Female",13,9
"24756",20100867,2010,"Male",15,7
"24757",20100868,2010,"Male",12,5
"24758",20100870,2010,"Female",12,7
"24759",20100872,2010,"Female",12,6
"24760",20100873,2010,"Female",12,6
"24761",20100874,2010,"Female",12,5
"24762",20100876,2010,"Male",12,7
"24763",20100877,2010,"Female",11,1
"24764",20100878,2010,"Male",15,5
"24765",20100880,2010,"Female",12,6
"24766",20100881,2010,"Female",12,6
"24767",20100882,2010,"Female",15,7
"24768",20100883,2010,"Female",12,4
"24769",20100885,2010,"Male",12,5
"24770",20100886,2010,"Female",8,8
"24771",20100887,2010,"Male",12,7
"24772",20100890,2010,"Female",12,5
"24773",20100892,2010,"Male",12,7
"24774",20100893,2010,"Female",10,6
"24775",20100894,2010,"Male",8,9
"24776",20100896,2010,"Female",12,4
"24777",20100897,2010,"Female",12,5
"24778",20100899,2010,"Female",16,9
"24779",20100901,2010,"Female",12,1
"24780",20100902,2010,"Female",14,6
"24781",20100904,2010,"Male",18,8
"24782",20100905,2010,"Female",10,3
"24783",20100907,2010,"Male",19,6
"24784",20100908,2010,"Female",19,8
"24785",20100912,2010,"Female",13,3
"24786",20100913,2010,"Male",12,5
"24787",20100914,2010,"Male",12,8
"24788",20100916,2010,"Male",13,6
"24789",20100918,2010,"Female",12,4
"24790",20100919,2010,"Male",12,3
"24791",20100921,2010,"Female",16,10
"24792",20100922,2010,"Female",12,3
"24793",20100923,2010,"Female",13,6
"24794",20100925,2010,"Female",12,6
"24795",20100926,2010,"Male",12,6
"24796",20100927,2010,"Female",12,9
"24797",20100928,2010,"Male",20,9
"24798",20100929,2010,"Female",12,8
"24799",20100930,2010,"Female",16,5
"24800",20100932,2010,"Male",18,7
"24801",20100934,2010,"Male",12,6
"24802",20100935,2010,"Female",12,4
"24803",20100936,2010,"Male",13,6
"24804",20100937,2010,"Male",10,5
"24805",20100939,2010,"Male",12,6
"24806",20100941,2010,"Male",12,6
"24807",20100942,2010,"Male",12,2
"24808",20100943,2010,"Female",14,6
"24809",20100945,2010,"Male",12,6
"24810",20100946,2010,"Female",13,5
"24811",20100947,2010,"Female",14,9
"24812",20100948,2010,"Female",10,7
"24813",20100950,2010,"Female",4,0
"24814",20100951,2010,"Female",13,6
"24815",20100952,2010,"Female",16,9
"24816",20100954,2010,"Female",16,9
"24817",20100955,2010,"Female",13,7
"24818",20100957,2010,"Male",15,9
"24819",20100958,2010,"Male",12,4
"24820",20100959,2010,"Male",15,5
"24821",20100960,2010,"Female",19,7
"24822",20100961,2010,"Female",20,9
"24823",20100962,2010,"Male",17,7
"24824",20100964,2010,"Female",16,7
"24825",20100965,2010,"Male",13,7
"24826",20100966,2010,"Female",14,6
"24827",20100967,2010,"Male",12,4
"24828",20100968,2010,"Female",12,6
"24829",20100970,2010,"Female",12,3
"24830",20100971,2010,"Female",12,4
"24831",20100972,2010,"Female",12,7
"24832",20100974,2010,"Female",12,9
"24833",20100976,2010,"Female",12,6
"24834",20100977,2010,"Male",18,6
"24835",20100978,2010,"Male",16,6
"24836",20100979,2010,"Male",12,5
"24837",20100980,2010,"Female",18,8
"24838",20100983,2010,"Female",19,6
"24839",20100985,2010,"Female",13,7
"24840",20100987,2010,"Female",16,9
"24841",20100988,2010,"Male",19,9
"24842",20100991,2010,"Female",18,8
"24843",20100992,2010,"Female",12,8
"24844",20100993,2010,"Female",18,10
"24845",20100994,2010,"Female",14,7
"24846",20100996,2010,"Female",7,4
"24847",20100998,2010,"Female",14,4
"24848",20101000,2010,"Female",13,6
"24849",20101001,2010,"Female",15,6
"24850",20101003,2010,"Female",12,9
"24851",20101005,2010,"Male",13,7
"24852",20101007,2010,"Male",16,7
"24853",20101009,2010,"Male",20,8
"24854",20101011,2010,"Male",12,5
"24855",20101012,2010,"Male",19,9
"24856",20101014,2010,"Male",13,7
"24857",20101015,2010,"Female",13,6
"24858",20101016,2010,"Male",16,6
"24859",20101018,2010,"Male",14,5
"24860",20101019,2010,"Female",14,7
"24861",20101020,2010,"Female",14,5
"24862",20101021,2010,"Female",16,8
"24863",20101022,2010,"Male",12,7
"24864",20101023,2010,"Female",12,6
"24865",20101024,2010,"Female",12,6
"24866",20101026,2010,"Female",20,9
"24867",20101027,2010,"Female",13,7
"24868",20101029,2010,"Female",9,4
"24869",20101030,2010,"Female",15,7
"24870",20101031,2010,"Male",12,6
"24871",20101032,2010,"Female",18,6
"24872",20101033,2010,"Male",13,5
"24873",20101034,2010,"Female",15,5
"24874",20101036,2010,"Male",14,5
"24875",20101038,2010,"Female",10,6
"24876",20101039,2010,"Female",16,8
"24877",20101041,2010,"Female",20,8
"24878",20101042,2010,"Female",13,7
"24879",20101044,2010,"Female",16,9
"24880",20101046,2010,"Female",15,8
"24881",20101047,2010,"Female",18,7
"24882",20101048,2010,"Male",16,10
"24883",20101049,2010,"Female",12,8
"24884",20101050,2010,"Female",14,5
"24885",20101051,2010,"Female",20,10
"24886",20101053,2010,"Female",10,6
"24887",20101054,2010,"Female",16,9
"24888",20101056,2010,"Female",13,6
"24889",20101058,2010,"Male",16,5
"24890",20101059,2010,"Female",18,10
"24891",20101060,2010,"Female",16,8
"24892",20101061,2010,"Male",12,7
"24893",20101063,2010,"Male",17,9
"24894",20101065,2010,"Female",16,8
"24895",20101066,2010,"Male",14,10
"24896",20101069,2010,"Female",16,10
"24897",20101071,2010,"Male",20,9
"24898",20101072,2010,"Female",19,10
"24899",20101073,2010,"Female",16,7
"24900",20101074,2010,"Male",17,7
"24901",20101075,2010,"Female",15,8
"24902",20101076,2010,"Male",16,9
"24903",20101078,2010,"Male",19,10
"24904",20101080,2010,"Female",16,8
"24905",20101082,2010,"Female",16,7
"24906",20101084,2010,"Female",15,6
"24907",20101085,2010,"Female",8,5
"24908",20101086,2010,"Male",12,6
"24909",20101087,2010,"Female",12,5
"24910",20101088,2010,"Female",17,7
"24911",20101090,2010,"Male",15,5
"24912",20101092,2010,"Male",17,5
"24913",20101093,2010,"Male",9,3
"24914",20101094,2010,"Male",11,5
"24915",20101095,2010,"Male",8,4
"24916",20101097,2010,"Male",14,5
"24917",20101098,2010,"Female",12,6
"24918",20101099,2010,"Male",12,6
"24919",20101100,2010,"Female",13,4
"24920",20101101,2010,"Female",12,7
"24921",20101103,2010,"Female",9,2
"24922",20101104,2010,"Male",13,6
"24923",20101105,2010,"Male",12,3
"24924",20101106,2010,"Male",15,5
"24925",20101107,2010,"Female",13,6
"24926",20101108,2010,"Male",12,7
"24927",20101110,2010,"Male",12,6
"24928",20101111,2010,"Male",13,7
"24929",20101112,2010,"Female",10,4
"24930",20101113,2010,"Female",14,4
"24931",20101114,2010,"Female",12,6
"24932",20101115,2010,"Female",13,7
"24933",20101116,2010,"Male",15,5
"24934",20101117,2010,"Male",16,6
"24935",20101119,2010,"Male",16,6
"24936",20101120,2010,"Female",12,6
"24937",20101123,2010,"Male",13,6
"24938",20101125,2010,"Female",10,3
"24939",20101127,2010,"Male",16,5
"24940",20101129,2010,"Male",10,1
"24941",20101130,2010,"Female",13,3
"24942",20101132,2010,"Female",9,6
"24943",20101136,2010,"Male",11,4
"24944",20101137,2010,"Female",12,5
"24945",20101139,2010,"Female",12,5
"24946",20101140,2010,"Female",12,7
"24947",20101142,2010,"Female",13,5
"24948",20101143,2010,"Male",13,8
"24949",20101144,2010,"Female",15,3
"24950",20101146,2010,"Female",13,9
"24951",20101148,2010,"Female",14,6
"24952",20101149,2010,"Male",10,6
"24953",20101150,2010,"Female",13,7
"24954",20101151,2010,"Male",14,8
"24955",20101152,2010,"Female",16,6
"24956",20101154,2010,"Female",14,6
"24957",20101156,2010,"Female",20,6
"24958",20101157,2010,"Male",8,6
"24959",20101161,2010,"Male",13,8
"24960",20101162,2010,"Female",14,7
"24961",20101163,2010,"Male",10,6
"24962",20101165,2010,"Male",16,5
"24963",20101166,2010,"Female",14,7
"24964",20101167,2010,"Female",18,10
"24965",20101168,2010,"Female",16,6
"24966",20101170,2010,"Female",18,7
"24967",20101171,2010,"Female",18,8
"24968",20101175,2010,"Male",16,6
"24969",20101176,2010,"Female",14,6
"24970",20101178,2010,"Female",16,6
"24971",20101179,2010,"Male",11,3
"24972",20101181,2010,"Female",16,8
"24973",20101182,2010,"Female",7,2
"24974",20101183,2010,"Male",14,7
"24975",20101184,2010,"Female",12,5
"24976",20101185,2010,"Male",13,4
"24977",20101186,2010,"Male",12,6
"24978",20101187,2010,"Female",12,6
"24979",20101188,2010,"Female",12,6
"24980",20101190,2010,"Male",14,7
"24981",20101191,2010,"Female",14,10
"24982",20101192,2010,"Female",13,5
"24983",20101194,2010,"Female",10,3
"24984",20101195,2010,"Female",9,6
"24985",20101197,2010,"Female",12,7
"24986",20101198,2010,"Male",12,6
"24987",20101199,2010,"Female",14,6
"24988",20101201,2010,"Female",12,4
"24989",20101202,2010,"Female",8,4
"24990",20101203,2010,"Male",11,3
"24991",20101204,2010,"Female",12,4
"24992",20101206,2010,"Female",11,5
"24993",20101207,2010,"Female",16,6
"24994",20101209,2010,"Female",16,9
"24995",20101210,2010,"Male",14,7
"24996",20101213,2010,"Female",18,8
"24997",20101214,2010,"Male",14,10
"24998",20101215,2010,"Female",18,8
"24999",20101216,2010,"Male",14,7
"25000",20101217,2010,"Male",8,4
"25001",20101219,2010,"Male",14,6
"25002",20101221,2010,"Male",13,6
"25003",20101225,2010,"Female",12,4
"25004",20101226,2010,"Male",10,4
"25005",20101229,2010,"Female",17,10
"25006",20101230,2010,"Female",18,9
"25007",20101232,2010,"Male",16,8
"25008",20101234,2010,"Male",16,6
"25009",20101236,2010,"Female",16,6
"25010",20101240,2010,"Female",20,7
"25011",20101242,2010,"Male",18,9
"25012",20101244,2010,"Female",14,5
"25013",20101245,2010,"Female",15,3
"25014",20101246,2010,"Female",16,10
"25015",20101248,2010,"Female",9,7
"25016",20101249,2010,"Female",18,5
"25017",20101251,2010,"Female",10,4
"25018",20101253,2010,"Female",12,7
"25019",20101255,2010,"Female",18,6
"25020",20101256,2010,"Male",12,4
"25021",20101258,2010,"Female",16,10
"25022",20101259,2010,"Female",16,6
"25023",20101260,2010,"Male",12,8
"25024",20101262,2010,"Female",18,5
"25025",20101265,2010,"Male",19,7
"25026",20101267,2010,"Female",12,5
"25027",20101268,2010,"Male",16,2
"25028",20101269,2010,"Female",12,5
"25029",20101270,2010,"Male",16,7
"25030",20101272,2010,"Male",16,8
"25031",20101273,2010,"Male",14,7
"25032",20101274,2010,"Female",16,6
"25033",20101275,2010,"Female",16,7
"25034",20101276,2010,"Male",17,8
"25035",20101278,2010,"Male",13,6
"25036",20101280,2010,"Male",13,7
"25037",20101282,2010,"Female",20,5
"25038",20101283,2010,"Male",18,6
"25039",20101284,2010,"Male",12,5
"25040",20101285,2010,"Male",12,4
"25041",20101286,2010,"Female",16,5
"25042",20101287,2010,"Male",12,6
"25043",20101289,2010,"Male",16,7
"25044",20101290,2010,"Male",16,8
"25045",20101291,2010,"Male",11,3
"25046",20101293,2010,"Female",12,8
"25047",20101294,2010,"Male",17,7
"25048",20101296,2010,"Female",15,6
"25049",20101297,2010,"Male",20,6
"25050",20101299,2010,"Male",16,7
"25051",20101302,2010,"Female",14,10
"25052",20101303,2010,"Male",16,8
"25053",20101304,2010,"Female",14,4
"25054",20101306,2010,"Male",18,6
"25055",20101307,2010,"Male",14,6
"25056",20101308,2010,"Female",12,2
"25057",20101309,2010,"Female",12,6
"25058",20101310,2010,"Female",16,6
"25059",20101312,2010,"Female",12,6
"25060",20101313,2010,"Female",15,3
"25061",20101314,2010,"Female",12,4
"25062",20101315,2010,"Female",12,5
"25063",20101317,2010,"Male",13,6
"25064",20101319,2010,"Male",18,9
"25065",20101320,2010,"Female",12,4
"25066",20101322,2010,"Female",18,6
"25067",20101323,2010,"Female",12,6
"25068",20101324,2010,"Male",12,8
"25069",20101326,2010,"Female",13,8
"25070",20101328,2010,"Female",14,7
"25071",20101329,2010,"Female",9,9
"25072",20101330,2010,"Female",12,3
"25073",20101332,2010,"Female",4,2
"25074",20101333,2010,"Female",16,4
"25075",20101334,2010,"Female",11,3
"25076",20101336,2010,"Female",9,1
"25077",20101338,2010,"Female",15,2
"25078",20101340,2010,"Male",6,3
"25079",20101342,2010,"Male",12,7
"25080",20101345,2010,"Male",12,4
"25081",20101346,2010,"Male",14,7
"25082",20101348,2010,"Female",13,6
"25083",20101349,2010,"Female",14,6
"25084",20101351,2010,"Female",11,0
"25085",20101353,2010,"Female",5,1
"25086",20101354,2010,"Female",14,6
"25087",20101355,2010,"Male",11,6
"25088",20101356,2010,"Female",8,3
"25089",20101357,2010,"Female",11,6
"25090",20101358,2010,"Female",6,6
"25091",20101360,2010,"Female",15,3
"25092",20101361,2010,"Male",16,7
"25093",20101362,2010,"Female",6,5
"25094",20101364,2010,"Female",6,6
"25095",20101365,2010,"Male",12,2
"25096",20101366,2010,"Male",10,4
"25097",20101367,2010,"Female",13,6
"25098",20101368,2010,"Male",12,6
"25099",20101369,2010,"Male",12,7
"25100",20101370,2010,"Male",16,7
"25101",20101371,2010,"Male",12,6
"25102",20101372,2010,"Male",16,7
"25103",20101373,2010,"Male",14,6
"25104",20101374,2010,"Female",16,6
"25105",20101376,2010,"Female",12,9
"25106",20101377,2010,"Female",16,9
"25107",20101378,2010,"Female",12,2
"25108",20101379,2010,"Female",7,2
"25109",20101380,2010,"Male",12,5
"25110",20101381,2010,"Male",12,8
"25111",20101383,2010,"Male",20,9
"25112",20101385,2010,"Female",16,6
"25113",20101387,2010,"Female",15,5
"25114",20101388,2010,"Female",12,6
"25115",20101390,2010,"Female",9,6
"25116",20101391,2010,"Male",15,6
"25117",20101393,2010,"Female",20,7
"25118",20101394,2010,"Female",14,4
"25119",20101395,2010,"Female",11,2
"25120",20101396,2010,"Male",12,8
"25121",20101397,2010,"Male",14,6
"25122",20101399,2010,"Male",12,7
"25123",20101400,2010,"Male",12,5
"25124",20101402,2010,"Female",11,4
"25125",20101403,2010,"Male",10,5
"25126",20101407,2010,"Female",14,6
"25127",20101408,2010,"Male",12,6
"25128",20101409,2010,"Male",12,5
"25129",20101410,2010,"Female",15,6
"25130",20101412,2010,"Female",12,7
"25131",20101414,2010,"Male",14,6
"25132",20101415,2010,"Female",17,8
"25133",20101418,2010,"Female",16,7
"25134",20101419,2010,"Male",14,6
"25135",20101422,2010,"Female",12,7
"25136",20101425,2010,"Female",12,6
"25137",20101426,2010,"Female",14,5
"25138",20101428,2010,"Female",14,7
"25139",20101429,2010,"Female",12,7
"25140",20101430,2010,"Female",16,8
"25141",20101431,2010,"Female",13,10
"25142",20101433,2010,"Female",14,4
"25143",20101434,2010,"Male",11,5
"25144",20101435,2010,"Female",12,6
"25145",20101436,2010,"Female",8,6
"25146",20101437,2010,"Female",15,8
"25147",20101438,2010,"Male",11,5
"25148",20101439,2010,"Female",14,4
"25149",20101440,2010,"Female",1,2
"25150",20101441,2010,"Male",4,5
"25151",20101443,2010,"Female",5,4
"25152",20101444,2010,"Female",12,5
"25153",20101446,2010,"Female",0,1
"25154",20101448,2010,"Male",11,2
"25155",20101451,2010,"Male",13,5
"25156",20101453,2010,"Male",2,3
"25157",20101455,2010,"Female",15,8
"25158",20101457,2010,"Female",12,8
"25159",20101459,2010,"Male",12,6
"25160",20101460,2010,"Male",13,6
"25161",20101461,2010,"Male",14,6
"25162",20101462,2010,"Female",13,7
"25163",20101463,2010,"Male",7,4
"25164",20101464,2010,"Male",16,2
"25165",20101467,2010,"Male",12,6
"25166",20101469,2010,"Female",10,5
"25167",20101470,2010,"Male",16,8
"25168",20101472,2010,"Female",12,8
"25169",20101474,2010,"Female",15,6
"25170",20101475,2010,"Male",18,6
"25171",20101477,2010,"Female",10,6
"25172",20101478,2010,"Male",12,5
"25173",20101479,2010,"Female",13,6
"25174",20101481,2010,"Male",16,6
"25175",20101483,2010,"Male",12,3
"25176",20101485,2010,"Female",15,8
"25177",20101486,2010,"Female",13,5
"25178",20101489,2010,"Male",14,8
"25179",20101490,2010,"Male",18,5
"25180",20101492,2010,"Male",13,8
"25181",20101494,2010,"Male",16,9
"25182",20101496,2010,"Male",15,5
"25183",20101498,2010,"Female",12,5
"25184",20101500,2010,"Female",12,8
"25185",20101501,2010,"Female",16,10
"25186",20101503,2010,"Female",20,10
"25187",20101504,2010,"Male",9,4
"25188",20101505,2010,"Male",11,7
"25189",20101507,2010,"Male",13,5
"25190",20101508,2010,"Female",17,10
"25191",20101510,2010,"Female",16,10
"25192",20101511,2010,"Male",12,5
"25193",20101512,2010,"Female",11,4
"25194",20101514,2010,"Male",12,6
"25195",20101515,2010,"Female",15,6
"25196",20101516,2010,"Female",14,7
"25197",20101517,2010,"Male",10,4
"25198",20101518,2010,"Female",12,6
"25199",20101520,2010,"Male",13,6
"25200",20101521,2010,"Female",14,6
"25201",20101523,2010,"Male",12,5
"25202",20101524,2010,"Male",11,2
"25203",20101526,2010,"Female",6,1
"25204",20101528,2010,"Male",2,5
"25205",20101529,2010,"Female",16,7
"25206",20101530,2010,"Male",12,6
"25207",20101533,2010,"Female",11,5
"25208",20101534,2010,"Female",12,6
"25209",20101536,2010,"Male",14,5
"25210",20101537,2010,"Female",12,5
"25211",20101539,2010,"Female",18,9
"25212",20101540,2010,"Female",11,8
"25213",20101541,2010,"Male",12,6
"25214",20101543,2010,"Male",10,4
"25215",20101545,2010,"Female",11,4
"25216",20101547,2010,"Male",17,5
"25217",20101549,2010,"Female",15,7
"25218",20101551,2010,"Female",12,5
"25219",20101552,2010,"Female",12,7
"25220",20101554,2010,"Female",14,7
"25221",20101556,2010,"Female",14,6
"25222",20101557,2010,"Female",18,6
"25223",20101558,2010,"Female",16,7
"25224",20101560,2010,"Male",16,7
"25225",20101561,2010,"Male",12,4
"25226",20101563,2010,"Female",20,6
"25227",20101564,2010,"Female",16,9
"25228",20101565,2010,"Male",12,6
"25229",20101567,2010,"Female",14,2
"25230",20101568,2010,"Female",6,6
"25231",20101569,2010,"Male",17,4
"25232",20101571,2010,"Female",15,8
"25233",20101572,2010,"Female",13,1
"25234",20101574,2010,"Female",18,4
"25235",20101575,2010,"Male",17,8
"25236",20101578,2010,"Male",14,5
"25237",20101580,2010,"Female",12,10
"25238",20101581,2010,"Female",20,9
"25239",20101582,2010,"Female",15,7
"25240",20101583,2010,"Male",14,8
"25241",20101585,2010,"Female",15,4
"25242",20101586,2010,"Male",16,5
"25243",20101587,2010,"Male",13,7
"25244",20101588,2010,"Female",11,5
"25245",20101590,2010,"Female",14,6
"25246",20101592,2010,"Female",14,5
"25247",20101593,2010,"Female",17,8
"25248",20101595,2010,"Female",16,9
"25249",20101597,2010,"Female",12,4
"25250",20101599,2010,"Male",12,8
"25251",20101600,2010,"Male",16,7
"25252",20101601,2010,"Female",12,10
"25253",20101603,2010,"Male",16,9
"25254",20101604,2010,"Female",14,6
"25255",20101606,2010,"Female",12,7
"25256",20101607,2010,"Female",18,10
"25257",20101609,2010,"Male",16,7
"25258",20101610,2010,"Male",12,7
"25259",20101612,2010,"Female",12,9
"25260",20101613,2010,"Female",11,6
"25261",20101614,2010,"Male",12,6
"25262",20101615,2010,"Female",12,7
"25263",20101616,2010,"Female",12,7
"25264",20101617,2010,"Female",12,7
"25265",20101618,2010,"Female",14,5
"25266",20101619,2010,"Female",15,8
"25267",20101621,2010,"Female",12,9
"25268",20101623,2010,"Male",13,8
"25269",20101624,2010,"Female",14,5
"25270",20101625,2010,"Male",11,3
"25271",20101627,2010,"Female",20,7
"25272",20101628,2010,"Female",20,9
"25273",20101629,2010,"Male",16,10
"25274",20101630,2010,"Female",19,7
"25275",20101631,2010,"Male",16,7
"25276",20101632,2010,"Male",16,9
"25277",20101634,2010,"Male",19,8
"25278",20101635,2010,"Male",18,4
"25279",20101636,2010,"Female",14,4
"25280",20101637,2010,"Male",13,4
"25281",20101638,2010,"Female",16,10
"25282",20101640,2010,"Female",15,5
"25283",20101641,2010,"Female",12,9
"25284",20101643,2010,"Female",16,7
"25285",20101644,2010,"Female",16,10
"25286",20101645,2010,"Female",20,9
"25287",20101646,2010,"Male",13,8
"25288",20101648,2010,"Female",13,7
"25289",20101651,2010,"Male",14,8
"25290",20101652,2010,"Female",12,7
"25291",20101653,2010,"Male",11,5
"25292",20101654,2010,"Female",14,7
"25293",20101656,2010,"Female",20,5
"25294",20101657,2010,"Female",17,8
"25295",20101659,2010,"Female",14,8
"25296",20101660,2010,"Male",12,6
"25297",20101662,2010,"Female",14,4
"25298",20101663,2010,"Female",13,7
"25299",20101664,2010,"Female",17,8
"25300",20101667,2010,"Female",12,7
"25301",20101668,2010,"Female",14,4
"25302",20101669,2010,"Male",12,4
"25303",20101670,2010,"Male",16,6
"25304",20101671,2010,"Female",17,6
"25305",20101673,2010,"Female",12,7
"25306",20101674,2010,"Male",7,4
"25307",20101676,2010,"Male",12,4
"25308",20101677,2010,"Female",12,5
"25309",20101678,2010,"Female",12,6
"25310",20101679,2010,"Female",16,8
"25311",20101681,2010,"Male",12,8
"25312",20101683,2010,"Male",9,3
"25313",20101684,2010,"Female",14,5
"25314",20101685,2010,"Male",12,6
"25315",20101688,2010,"Female",12,4
"25316",20101691,2010,"Male",12,5
"25317",20101692,2010,"Male",12,3
"25318",20101693,2010,"Male",12,6
"25319",20101694,2010,"Male",20,6
"25320",20101695,2010,"Female",12,6
"25321",20101697,2010,"Female",16,7
"25322",20101698,2010,"Female",16,6
"25323",20101699,2010,"Male",12,5
"25324",20101701,2010,"Female",8,4
"25325",20101703,2010,"Female",14,8
"25326",20101704,2010,"Female",14,6
"25327",20101705,2010,"Female",11,6
"25328",20101706,2010,"Male",8,6
"25329",20101707,2010,"Female",12,6
"25330",20101708,2010,"Male",16,6
"25331",20101710,2010,"Female",14,5
"25332",20101712,2010,"Female",11,4
"25333",20101713,2010,"Female",11,6
"25334",20101714,2010,"Female",8,3
"25335",20101716,2010,"Female",13,5
"25336",20101717,2010,"Female",9,7
"25337",20101718,2010,"Male",11,4
"25338",20101719,2010,"Female",12,5
"25339",20101721,2010,"Male",13,9
"25340",20101722,2010,"Male",12,5
"25341",20101723,2010,"Male",9,4
"25342",20101724,2010,"Male",16,6
"25343",20101725,2010,"Female",9,2
"25344",20101727,2010,"Female",17,10
"25345",20101729,2010,"Male",12,8
"25346",20101730,2010,"Female",12,6
"25347",20101732,2010,"Female",8,1
"25348",20101733,2010,"Male",12,6
"25349",20101734,2010,"Female",9,2
"25350",20101735,2010,"Male",12,4
"25351",20101736,2010,"Female",12,8
"25352",20101737,2010,"Male",16,6
"25353",20101739,2010,"Male",20,7
"25354",20101741,2010,"Male",18,8
"25355",20101743,2010,"Female",17,7
"25356",20101744,2010,"Female",12,4
"25357",20101745,2010,"Male",12,5
"25358",20101747,2010,"Male",8,4
"25359",20101748,2010,"Male",12,7
"25360",20101749,2010,"Male",12,1
"25361",20101750,2010,"Male",12,6
"25362",20101751,2010,"Female",12,6
"25363",20101752,2010,"Male",14,6
"25364",20101754,2010,"Female",12,4
"25365",20101756,2010,"Male",13,4
"25366",20101757,2010,"Male",12,7
"25367",20101758,2010,"Female",18,7
"25368",20101760,2010,"Male",14,6
"25369",20101761,2010,"Female",11,6
"25370",20101762,2010,"Female",10,4
"25371",20101764,2010,"Female",12,2
"25372",20101766,2010,"Female",10,5
"25373",20101767,2010,"Male",15,6
"25374",20101768,2010,"Female",11,2
"25375",20101769,2010,"Male",13,5
"25376",20101771,2010,"Female",12,7
"25377",20101772,2010,"Female",12,5
"25378",20101773,2010,"Female",12,6
"25379",20101775,2010,"Male",12,7
"25380",20101776,2010,"Female",12,6
"25381",20101777,2010,"Male",14,7
"25382",20101778,2010,"Female",8,4
"25383",20101779,2010,"Male",10,6
"25384",20101781,2010,"Male",14,7
"25385",20101783,2010,"Male",10,4
"25386",20101784,2010,"Male",11,2
"25387",20101791,2010,"Male",16,6
"25388",20101793,2010,"Male",11,7
"25389",20101794,2010,"Female",14,7
"25390",20101795,2010,"Female",13,6
"25391",20101796,2010,"Male",12,5
"25392",20101798,2010,"Female",12,7
"25393",20101799,2010,"Male",16,6
"25394",20101803,2010,"Female",12,7
"25395",20101804,2010,"Female",14,6
"25396",20101805,2010,"Male",11,2
"25397",20101807,2010,"Male",15,6
"25398",20101808,2010,"Female",12,6
"25399",20101810,2010,"Female",12,4
"25400",20101812,2010,"Female",12,7
"25401",20101813,2010,"Female",12,5
"25402",20101815,2010,"Female",13,9
"25403",20101817,2010,"Female",20,7
